method_id,display_name,original_method_name,candidate_family,comparison_tier,include_primary,training_scale,architecture,training_tfrecord,evaluation_tfrecord,objective_summary,uses_speed,uses_grad,uses_levelset,uses_crit,uses_e2,repaired_status,historical_alias,data_out_dir,idx_path,data_gt_path,data_sr_path,cheap_eval_csv,cheap_eval_resolution,cheap_pairwise_csv,topology_results_csv,topology_results_resolution,topology_comparison_csv,cheap_report,topology_report,row_count_cheap,row_count_topology,sample_index_status,ssim_status,idx_validation_status,input_alignment_status,gt_alignment_status,sr_shape_status,sr_finiteness_status,topology_mean_pd,topology_mean_mt,expected_pd,expected_mt,validation_status,notes
e_original_672,"Candidate E, original/unrepaired (672-sample)",candidateE2_expanded672,E_original,secondary_scale_study,False,672,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,original_unrepaired,,data_out/wind_finetune_candidateE2_expanded672,/home/user/PhIRE/data_out/wind_finetune_candidateE2_expanded672/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_expanded672/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_expanded672/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateE2_expanded672_eval.md,docs/topology_finetuning_candidateE2_expanded672_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Stage-1 ""expanded E"" negative result before the VTI/target-convention repair; kept for historical audit only."
d_original_672,"Candidate D, active differentiable PD loss (672-sample)",candidateDpd_expanded672,D_original,secondary_scale_study,False,672,pytorch_residual_refiner,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,original_unrepaired,,data_out/wind_finetune_candidateDpd_expanded672,/home/user/PhIRE/data_out/wind_finetune_candidateDpd_expanded672/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateDpd_expanded672/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateDpd_expanded672/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateDpd_expanded672_eval.md,docs/topology_finetuning_candidateDpd_expanded672_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,Active differentiable PD-loss refiner at 672-sample scale; feasible but did not improve final TTK PD/MT (see docs/candidateD_pd_refiner_notes.md).
uv_1344,UV control (1344-sample),candidateUV_expanded1344,UV_control,secondary_scale_study,False,1344,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,not_applicable,,data_out/wind_finetune_candidateUV_expanded1344,/home/user/PhIRE/data_out/wind_finetune_candidateUV_expanded1344/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateUV_expanded1344/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateUV_expanded1344/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateUV_expanded1344_eval.md,docs/topology_finetuning_candidateUV_expanded1344_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Same objective as primary uv, different training scale."
candidate_c_1344,Candidate C (1344-sample),candidateC_expanded1344,C_full,secondary_scale_study,False,1344,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,not_applicable,,data_out/wind_finetune_candidateC_expanded1344,/home/user/PhIRE/data_out/wind_finetune_candidateC_expanded1344/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateC_expanded1344/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateC_expanded1344/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateC_expanded1344_eval.md,docs/topology_finetuning_candidateC_expanded1344_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Same objective as primary candidate_c, different training scale."
uv_crit_1344,UV + crit (1344-sample),candidateUV_plus_crit_expanded1344,UV_crit,secondary_scale_study,False,1344,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,not_applicable,,data_out/wind_finetune_candidateUV_plus_crit_expanded1344,/home/user/PhIRE/data_out/wind_finetune_candidateUV_plus_crit_expanded1344/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateUV_plus_crit_expanded1344/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateUV_plus_crit_expanded1344/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateUV_plus_crit_expanded1344_eval.md,docs/topology_finetuning_candidateUV_plus_crit_expanded1344_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Same objective as primary uv_crit, different training scale."
uv_e2_1344,UV + repaired E2 (1344-sample),candidateUV_plus_E2_tf_lowlambda_expanded1344,E2_uv,secondary_scale_study,False,1344,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,repaired_e2,,data_out/wind_finetune_candidateUV_plus_E2_tf_lowlambda_expanded1344,/home/user/PhIRE/data_out/wind_finetune_candidateUV_plus_E2_tf_lowlambda_expanded1344/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateUV_plus_E2_tf_lowlambda_expanded1344/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateUV_plus_E2_tf_lowlambda_expanded1344/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateUV_plus_E2_tf_lowlambda_expanded1344_eval.md,docs/topology_finetuning_candidateUV_plus_E2_tf_lowlambda_expanded1344_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Same objective as primary uv_e2, different training scale."
b_e2_1344,Candidate B + repaired E2 (1344-sample),candidateB_plus_E2_tf_lowlambda_expanded1344,E2_b,secondary_scale_study,False,1344,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,repaired_e2,,data_out/wind_finetune_candidateB_plus_E2_tf_lowlambda_expanded1344,/home/user/PhIRE/data_out/wind_finetune_candidateB_plus_E2_tf_lowlambda_expanded1344/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateB_plus_E2_tf_lowlambda_expanded1344/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateB_plus_E2_tf_lowlambda_expanded1344/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateB_plus_E2_tf_lowlambda_expanded1344_eval.md,docs/topology_finetuning_candidateB_plus_E2_tf_lowlambda_expanded1344_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Same objective as primary b_e2, different training scale."
c_e2_1344,Candidate C + repaired E2 (1344-sample),candidateE2_tf_lowlambda_expanded1344,E2_c,secondary_scale_study,False,1344,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,repaired_e2,,data_out/wind_finetune_candidateE2_tf_lowlambda_expanded1344,/home/user/PhIRE/data_out/wind_finetune_candidateE2_tf_lowlambda_expanded1344/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_tf_lowlambda_expanded1344/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_tf_lowlambda_expanded1344/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateE2_tf_lowlambda_expanded1344_eval.md,docs/topology_finetuning_candidateE2_tf_lowlambda_expanded1344_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Same objective as primary c_e2, different training scale."
e2_fixed_refiner_672,"Repaired E2, PyTorch residual refiner (672-sample)",candidateE2_fixed_lowlambda_expanded672,E2_pytorch_refiner,secondary_architecture_confounded,False,672,pytorch_residual_refiner,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,repaired_e2,,data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded672,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded672/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded672/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded672/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateE2_fixed_lowlambda_expanded672_eval.md,docs/topology_finetuning_candidateE2_fixed_lowlambda_expanded672_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Repaired E2 losses on a frozen-CNN PyTorch residual refiner, not the native PhIRE/TF generator fine-tuning path used by the primary E2/F methods; architecture confound."
e2_fixed_refiner_1344,"Repaired E2, PyTorch residual refiner (1344-sample)",candidateE2_fixed_lowlambda_expanded1344,E2_pytorch_refiner,secondary_architecture_confounded,False,1344,pytorch_residual_refiner,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,repaired_e2,,data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded1344,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded1344/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded1344/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded1344/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateE2_fixed_lowlambda_expanded1344_eval.md,docs/topology_finetuning_candidateE2_fixed_lowlambda_expanded1344_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Same architecture confound as e2_fixed_refiner_672, 1344-sample scale."
e2_fixed_refiner_2688,"Repaired E2, PyTorch residual refiner (2688-sample)",candidateE2_fixed_lowlambda_expanded2688,E2_pytorch_refiner,secondary_architecture_confounded,False,2688,pytorch_residual_refiner,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,repaired_e2,,data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded2688,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded2688/idx.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded2688/dataGT.npy,/home/user/PhIRE/data_out/wind_finetune_candidateE2_fixed_lowlambda_expanded2688/dataSR.npy,,not_found,,,not_found,,docs/topology_finetuning_candidateE2_fixed_lowlambda_expanded2688_eval.md,docs/topology_finetuning_candidateE2_fixed_lowlambda_expanded2688_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Same architecture confound as e2_fixed_refiner_672, 2688-sample scale."
legacy_phase_b_persistence,Legacy Phase-B persistence-diagram feasibility study,phase_b_persistence_eval,legacy_phase_b,deprecated_or_superseded,False,"n/a (feasibility study, not a fine-tuning candidate)",n/a,n/a,n/a,Early GAN/CNN vs bicubic persistence-diagram distance feasibility study; predates the Candidate A-F naming and the fixed 168-sample benchmark methodology.,,,,,,n/a,,n/a,,,,,not_found,,,not_found,,,,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Superseded by the Phase-C fixed-benchmark methodology; different schema (archive/phase_b/phase_b_persistence_results.csv), not comparable to the primary table."
legacy_old_ttk_outputs_gan,Legacy pre-Phase-C TTK output archive (GAN only),old_ttk_outputs,legacy_archive,deprecated_or_superseded,False,n/a,n/a,n/a,n/a,"Pre-Phase-C archived TTK run; only GAN rows present, different schema (n_pd0/n_pd1/mt_nodes/mt_arcs rather than pd_distance/mt_distance).",,,,,,n/a,,n/a,,,,,not_found,,,not_found,,,,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"archive/old_ttk_outputs/phase_c_results.csv uses a different, non-distance schema and covers GAN only; not comparable to the primary table."
